,family,genus,species
138260,Bunyaviridae,Phlebovirus,Lihan Tick Virus
138263,Bunyaviridae,,Qingnian Mosquito Virus
138264,Bunyaviridae,,Sanxia Water Strider Virus 1
138266,Orthomyxoviridae,Quaranjavirus,Sanxia Water Strider Virus 3
138268,Rhabdoviridae,,Sanxia Water Strider Virus 5
138270,Rhabdoviridae,,Shayang Fly Virus 2
138271,Rhabdoviridae,,Shayang Fly Virus 3
138272,Bunyaviridae,,Shayang Spider Virus 1
138274,Orthomyxoviridae,Quaranjavirus,Shayang Spider Virus 3
138275,Rhabdoviridae,,Shuangao Bedbug Virus 1
138279,Bunyaviridae,,Shuangao Insect Virus 1
138281,Bunyaviridae,,Shuangao Insect Virus 3
138282,Orthomyxoviridae,Quaranjavirus,Shuangao Insect Virus 4
138287,Bunyaviridae,,Tacheng Tick Virus 1
138288,Bunyaviridae,Phlebovirus,Tacheng Tick Virus 2
138289,Rhabdoviridae,,Tacheng Tick Virus 3
138293,Rhabdoviridae,,Tacheng Tick Virus 7
138294,Rhabdoviridae,,Taishun Tick Virus
138298,Bunyaviridae,,Wenzhou Tick Virus
138299,Bunyaviridae,,Wenzhou Shrimp Virus 1
138304,Rhabdoviridae,,Wuhan Ant Virus
138305,Bunyaviridae,,Wuhan Fly Virus 1
138306,Rhabdoviridae,,Wuhan Fly Virus 2
138307,Rhabdoviridae,,Wuhan Fly Virus 3
138308,Rhabdoviridae,,Wuhan House Fly Virus 1
138309,Rhabdoviridae,,Wuhan House Fly Virus 2
138310,Bunyaviridae,,Wuhan Insect virus 1
138313,Rhabdoviridae,Cytorhabdovirus,Wuhan Insect virus 4
138314,Rhabdoviridae,Cytorhabdovirus,Wuhan Insect virus 5
138315,Rhabdoviridae,Cytorhabdovirus,Wuhan Insect virus 6
138316,Rhabdoviridae,,Wuhan Insect virus 7
138317,Bunyaviridae,Orthobunyavirus,Wuhan Louse Fly Virus 1
138318,Rhabdoviridae,,Wuhan Louse Fly Virus 10
138321,Orthomyxoviridae,Quaranjavirus,Wuhan Louse Fly Virus 3
138322,Orthomyxoviridae,Quaranjavirus,Wuhan Louse Fly Virus 4
138323,Rhabdoviridae,,Wuhan Louse Fly Virus 5
138328,Bunyaviridae,,Wuhan Millipede Virus 1
138329,Bunyaviridae,,Wuhan Millipede Virus 2
138332,Orthomyxoviridae,Quaranjavirus,Wuhan Mosquito Virus 3
138333,Orthomyxoviridae,Quaranjavirus,Wuhan Mosquito Virus 4
138334,Orthomyxoviridae,Quaranjavirus,Wuhan Mosquito Virus 5
138335,Orthomyxoviridae,Quaranjavirus,Wuhan Mosquito Virus 6
138336,Orthomyxoviridae,Quaranjavirus,Wuhan Mosquito Virus 7
138338,Rhabdoviridae,,Wuhan Mosquito Virus 9
138339,Orthomyxoviridae,Quaranjavirus,Wuhan Mothfly Virus
138340,Bunyaviridae,,Wuhan Spider Virus
138342,Rhabdoviridae,,Wuhan Tick Virus 2
138344,Bunyaviridae,,Wutai Mosquito Virus
138346,Bunyaviridae,,Xinzhou Mosquito Virus
138347,Bunyaviridae,,Xinzhou Spider Virus
138348,Bunyaviridae,,Yichang Insect virus
138349,Bunyaviridae,Phlebovirus,Yongjia Tick Virus 1
138350,Rhabdoviridae,,Yongjia Tick Virus 2
138351,Bunyaviridae,,Zhee Mosquito virus
138353,Geminiviridae,Begomovirus,Tomato latent virus
138355,Bunyaviridae,Phlebovirus,Sandfly phlebovirus
138367,Totiviridae,,Camponotus yamaokai virus
138389,Potyviridae,Ipomovirus,Squash vein yellowing virus-like ipomovirus
138415,Astroviridae,Mamastrovirus,Astrovirus VA5
138416,Astroviridae,Mamastrovirus,Astrovirus dogfaeces/Bari
138418,Arenaviridae,Arenavirus,Praomys arenavirus
138419,Picornaviridae,,African bat icavirus A
138433,Microviridae,Pequenovirus,Eel River basin pequenovirus
138542,Bunyaviridae,Nairovirus,Nayun tick nairovirus
138543,Rhabdoviridae,,Nayun tick rhabdovirus
138545,Anelloviridae,Thetatorquevirus,Nayun tick torquevirus
138561,Circoviridae,,Mosquito circovirus
138567,Geminiviridae,Begomovirus,Asystasia mosaic Madagascar virus
138569,Coronaviridae,Bafinivirus,Chinook salmon bafinivirus
140550,Rhabdoviridae,,Cynara cardunculus rhabdovirus
140551,Caliciviridae,Vesivirus,Vesivirus ferret badger/JX12/China/2012
140556,Bunyaviridae,Nairovirus,Tofla virus
140560,Rhabdoviridae,Tibrovirus,Ekpoma virus
140617,Orthomyxoviridae,Thogotovirus,Bourbon virus
140618,Circoviridae,,Avon-Heathcote Estuary associated circular virus 1
140619,Circoviridae,,Avon-Heathcote Estuary associated circular virus 10
140620,Circoviridae,,Avon-Heathcote Estuary associated circular virus 11
140621,Circoviridae,,Avon-Heathcote Estuary associated circular virus 12
140622,Circoviridae,,Avon-Heathcote Estuary associated circular virus 13
140623,Circoviridae,,Avon-Heathcote Estuary associated circular virus 14
140624,Circoviridae,,Avon-Heathcote Estuary associated circular virus 15
140625,Circoviridae,,Avon-Heathcote Estuary associated circular virus 16
140626,Circoviridae,,Avon-Heathcote Estuary associated circular virus 17
140628,Circoviridae,,Avon-Heathcote Estuary associated circular virus 19
140629,Circoviridae,,Avon-Heathcote Estuary associated circular virus 2
140630,Circoviridae,,Avon-Heathcote Estuary associated circular virus 20
140631,Circoviridae,,Avon-Heathcote Estuary associated circular virus 21
140632,Circoviridae,,Avon-Heathcote Estuary associated circular virus 22
140633,Circoviridae,,Avon-Heathcote Estuary associated circular virus 23
140634,Circoviridae,,Avon-Heathcote Estuary associated circular virus 24
140635,Circoviridae,,Avon-Heathcote Estuary associated circular virus 25
140636,Circoviridae,,Avon-Heathcote Estuary associated circular virus 26
140637,Circoviridae,,Avon-Heathcote Estuary associated circular virus 27
140638,Circoviridae,,Avon-Heathcote Estuary associated circular virus 28
140639,Circoviridae,,Avon-Heathcote Estuary associated circular virus 29
140640,Circoviridae,,Avon-Heathcote Estuary associated circular virus 3
140641,Circoviridae,,Avon-Heathcote Estuary associated circular virus 4
140642,Circoviridae,,Avon-Heathcote Estuary associated circular virus 5
140643,Circoviridae,,Avon-Heathcote Estuary associated circular virus 6
140644,Circoviridae,,Avon-Heathcote Estuary associated circular virus 7
140645,Circoviridae,,Avon-Heathcote Estuary associated circular virus 8
140646,Circoviridae,,Avon-Heathcote Estuary associated circular virus 9
140662,Anelloviridae,Alphatorquevirus,Simian torque teno virus
140663,Anelloviridae,Alphatorquevirus,Simian torque teno virus 30
140664,Anelloviridae,Alphatorquevirus,Simian torque teno virus 31
140665,Anelloviridae,Alphatorquevirus,Simian torque teno virus 32
140668,Bunyaviridae,,Soft tick bunyavirus
140694,Rhabdoviridae,,Zahedan rhabdovirus
140872,Rhabdoviridae,,Harlingen virus
140873,Rhabdoviridae,,Inhangapi virus
140874,Rhabdoviridae,,Iriri virus
140875,Rhabdoviridae,,Morreton virus
140876,Rhabdoviridae,,Ord River virus
140877,Rhabdoviridae,,Sawgrass virus
140878,Rhabdoviridae,,Sripur virus
140946,Rhabdoviridae,Vesiculovirus,Snakehead vesiculovirus
141306,Bunyaviridae,,Tataguine virus
141401,Bunyaviridae,,Bunyaviridae environmental sample
141403,Rhabdoviridae,,Rhabdoviridae environmental sample
141405,Narnaviridae,,Narnaviridae environmental sample
141419,Iflaviridae,,Graminella nigrifrons virus 1
141440,Bunyaviridae,,Groundnut chlorotic fan-spot virus
141447,Anelloviridae,Alphatorquevirus,Simian torque teno virus 33
141448,Anelloviridae,Alphatorquevirus,Simian torque teno virus 34
141449,Narnaviridae,Mitovirus,Botrytis cinerea mitovirus 2
141450,Narnaviridae,Mitovirus,Botrytis cinerea mitovirus 3
141451,Narnaviridae,Mitovirus,Botrytis cinerea mitovirus 4
141452,Endornaviridae,Endornavirus,Botrytis endornavirus 1
141522,Arenaviridae,Arenavirus,Rat arenavirus 1
141534,Geminiviridae,,Mulberry mosaic dwarf associated virus
141580,Geminiviridae,Begomovirus,Tomato enation leaf curl virus
141602,Geminiviridae,Begomovirus,Malvastrum yellow vein Cambodia virus
141606,Bunyaviridae,Hantavirus,Laibin virus
141674,Geminiviridae,,Apple geminivirus PL-2015
141676,Flaviviridae,Hepacivirus,Bovine hepacivirus
141688,Circoviridae,,Apteryx rowi circovirus-like virus
141689,Genomoviridae,Gemycircularvirus,Badger feces-associated gemycircularvirus
141690,Genomoviridae,Gemycircularvirus,Mongoose feces-associated gemycircularvirus a
141691,Genomoviridae,Gemycircularvirus,Mongoose feces-associated gemycircularvirus b
141692,Genomoviridae,Gemycircularvirus,Mongoose feces-associated gemycircularvirus d
141693,Genomoviridae,Gemycircularvirus,Mongoose feces-associated gemycircularvirus c
141694,Nodaviridae,,Lunovirus
141721,Reoviridae,,Macrobrachium nipponense reovirus
141751,Tombusviridae,Umbravirus,Sea celery virus A
141944,Bromoviridae,Ilarvirus,Tomato necrotic streak virus
141945,Reoviridae,Rotavirus,Rotavirus I
141948,Picornaviridae,Enterovirus,Dromedary camel enterovirus
141950,Rhabdoviridae,,Bat rhabdovirus
142071,Caliciviridae,,Calicivirus Mystacina/New Zealand/2013/3a
142072,Caliciviridae,,Calicivirus Mystacina/New Zealand/2013/3b
142073,Caliciviridae,,Calicivirus Mystacina/New Zealand/2013/3H
142074,Hepeviridae,,Hepevirus Mystacina/New Zealand/2013/3
142075,Hepeviridae,,Hepevirus Mystacina/New Zealand/2013
142222,Reoviridae,,Grapevine Cabernet Sauvignon reovirus
142285,Hypoviridae,Hypovirus,Fusarium graminearum hypovirus 2
142598,Picornaviridae,,Falcovirus A1
142605,Parvoviridae,,Cherax quadricarinatus densovirus
142606,Bunyaviridae,Phlebovirus,Phlebovirus Antigone
142676,Arenaviridae,Mammarenavirus,Mariental mammarenavirus
142677,Arenaviridae,Mammarenavirus,Okahandja mammarenavirus
142678,Circoviridae,Circovirus,Zebra finch circovirus
142725,Coronaviridae,,Suncus coronavirus
142777,Coronaviridae,Betacoronavirus,Bat coronavirus BEM001F
142778,Coronaviridae,Betacoronavirus,Bat coronavirus ANK036F
142779,Coronaviridae,Betacoronavirus,Bat coronavirus ANK047F
142780,Coronaviridae,Betacoronavirus,Bat coronavirus BEM073F
142781,Coronaviridae,Betacoronavirus,Bat coronavirus BEM074F
142782,Coronaviridae,Betacoronavirus,Bat coronavirus BEM077F
142783,Coronaviridae,Betacoronavirus,Bat coronavirus ANK081F
142793,Coronaviridae,Betacoronavirus,Bat coronavirus BEM003F
142794,Coronaviridae,Betacoronavirus,Bat coronavirus ANK011F
142795,Coronaviridae,Betacoronavirus,Bat coronavirus ANK045F
142796,Coronaviridae,Betacoronavirus,Bat coronavirus MAH051F
142797,Coronaviridae,Betacoronavirus,Bat coronavirus MAH056F
142798,Coronaviridae,Betacoronavirus,Bat coronavirus MAH058F
142799,Coronaviridae,Betacoronavirus,Bat coronavirus BEM070F
143228,Virgaviridae,Goravirus,Drakaea virus A
143230,Paramyxoviridae,,Geelong paramyxovirus
143231,Paramyxoviridae,,Yarra Bend paramyxovirus
143509,Coronaviridae,,Goose-dominant Coronavirus
143510,Coronaviridae,,Pigeon-dominant Coronavirus
143511,Coronaviridae,,Duck-dominant coronavirus
143513,Bunyaviridae,,Campana virus
143525,Bunyaviridae,,Drosophila-associated Bunyaviridae-like
143527,Chrysoviridae,,Drosophila-associated Chrysoviridae-like
143529,Flaviviridae,,Drosophila-associated Flavivirus-like 1
143530,Flaviviridae,,Drosophila-associated Flavivirus-like 2
143531,Flaviviridae,,Drosophila-associated Flavivirus-like 5
143532,Flaviviridae,,Drosophila-associated Flavivirus-like 6
143536,Partitiviridae,,Drosophila-associated Partitiviridae-like 2
143537,Partitiviridae,,Drosophila-associated Partitiviridae-like 3
143538,Partitiviridae,,Drosophila-associated Partitiviridae-like 4
143539,Partitiviridae,,Drosophila-associated Partitiviridae-like 5
143540,Partitiviridae,,Drosophila-associated Partitiviridae-like 6
143541,Partitiviridae,,Drosophila-associated Partitiviridae-like 7
143595,Bunyaviridae,Phlebovirus,Arrabida-like virus
143752,Flaviviridae,Flavivirus,Fitzroy River virus
144042,Permutotetraviridae,,Newfield virus
144045,Iflaviridae,,La Jolla virus
144048,Reoviridae,Cypovirus,Torrey Pines virus
144058,Closteroviridae,Velarivirus,Areca palm velarivirus 1
144066,Arenaviridae,Reptarenavirus,unidentified Reptarenavirus
144140,Microviridae,,Parabacteroides phage YZ-2015a
144141,Microviridae,,Parabacteroides phage YZ-2015b
144142,Microviridae,,Gokushovirinae Bog1183_53
144143,Microviridae,,Microviridae Bog1249_12
144144,Microviridae,,Microviridae Bog5275_51
144145,Microviridae,,Gokushovirinae Bog5712_52
144146,Microviridae,,Gokushovirinae Bog8989_22
144147,Microviridae,,Microviridae Bog9017_22
144148,Microviridae,,Microviridae Fen2266_11
144149,Microviridae,,Microviridae Fen418_41
144150,Microviridae,,Microviridae Fen4707_41
144152,Microviridae,,Gokushovirinae Fen672_31
144153,Microviridae,,Microviridae Fen685_11
144154,Microviridae,,Microviridae Fen7786_21
144155,Microviridae,,Gokushovirinae Fen7875_21
144156,Microviridae,,Microviridae Fen7895_21
144157,Microviridae,,Microviridae Fen7918_21
144158,Microviridae,,Microviridae Fen7940_21
144263,Arteriviridae,Arterivirus,Pebjah virus
144264,Parvoviridae,Protoparvovirus,Bat parvovirus BtBV_V3
144265,Parvoviridae,Protoparvovirus,Bat parvovirus BtBV_V7
144675,Picornaviridae,Kobuvirus,Kobuvirus cattle/Kagoshima-2-24-KoV/2015/JPN
144676,Picornaviridae,Kobuvirus,Kobuvirus cattle/Kagoshima-1-22-KoV/2014/JPN
144678,Luteoviridae,,Nectarine stem pitting-associated virus
144795,Picornaviridae,Sakobuvirus,Sakobuvirus fur seal/ATROP12/BR/2012
144796,Picornaviridae,Sakobuvirus,Sakobuvirus fur seal/ATROP13/BR/2012
144797,Picornaviridae,Sakobuvirus,Sakobuvirus fur seal/ATROP14/BR/2012
144798,Picornaviridae,Sakobuvirus,Sakobuvirus fur seal/ATROP15/BR/2012
144799,Picornaviridae,Sakobuvirus,Sakobuvirus fur seal/ATROP16/BR/2012
144800,Picornaviridae,Sakobuvirus,Sakobuvirus fur seal/ATROP18/BR/2012
144801,Picornaviridae,Sakobuvirus,Sakobuvirus fur seal/ATROP20/BR/2012
144802,Picornaviridae,Sakobuvirus,Sakobuvirus fur seal/ATROP22/BR/2012
144803,Anelloviridae,,Anellovirus fur seal/AAUST58/BR/2012
144804,Anelloviridae,,Anellovirus fur seal/AAUST59/BR/2012
144805,Anelloviridae,,Anellovirus fur seal/AAUST60/BR/2012
144806,Anelloviridae,,Anellovirus fur seal/ATROP52/BR/2012
144807,Parvoviridae,,Parvovirus fur seal/AAUST53/BR/2012
144808,Parvoviridae,,Parvovirus fur seal/AAUST54/BR/2012
144809,Parvoviridae,,Parvovirus fur seal/AAUST55/BR/2012
144810,Parvoviridae,,Parvovirus fur seal/AAUST56/BR/2012
144811,Parvoviridae,,Parvovirus fur seal/AAUST57/BR/2012
144812,Parvoviridae,,Parvovirus fur seal/ATROP40/BR/2012
144813,Parvoviridae,,Parvovirus fur seal/ATROP41/BR/2012
144814,Parvoviridae,,Parvovirus fur seal/ATROP42/BR/2012
144815,Parvoviridae,,Parvovirus fur seal/ATROP43/BR/2012
144816,Parvoviridae,,Parvovirus fur seal/ATROP44/BR/2012
144817,Parvoviridae,,Parvovirus fur seal/ATROP46/BR/2012
144818,Parvoviridae,,Parvovirus fur seal/ATROP47/BR/2012
144819,Parvoviridae,,Parvovirus fur seal/ATROP48/BR/2012
144820,Parvoviridae,,Parvovirus fur seal/ATROP49/BR/2012
144821,Parvoviridae,,Parvovirus fur seal/ATROP51/BR/2012
144822,Picobirnaviridae,Picobirnavirus,Picobirnavirus fur seal/AAUST29/BR/2012
144823,Picobirnaviridae,Picobirnavirus,Picobirnavirus fur seal/AAUST30/BR/2012
